-0.0013050704	0.015500481	0.04714288	0.046172693	0.042969342	-0.025275407	-0.03422591	0.06216329	0.023100855	-0.003486099	-0.04295244	0.07895343	-0.005989848	-0.122800305	0.017183593	0.080540046
-0.02098673	0.004149417	0.04105213	0.030782785	-0.005922694	-0.057042412	0.015651803	0.11296476	0.0053507728	-0.000455765	0.0547098	0.10994401	-0.024565708	-0.099332646	0.04080403	0.069972575
-0.03515098	0.004220349	-0.04669579	0.01783373	0.031642273	0.03531924	0.0030302205	0.046576906	-0.028304517	0.013368286	0.077303044	0.097952306	0.068127975	-0.051972616	0.13383071	0.06943647
-0.0820492	0.0015252962	-0.020007953	0.042381674	0.019490073	-0.06770028	0.041732475	0.019851519	-0.025384312	0.019349089	0.013268388	0.09532325	0.024919823	-0.045784775	0.08019758	0.08642837
-0.08277599	0.0066810315	-0.036653902	0.022372771	0.030458627	-0.069333754	-0.03796042	0.10660814	-0.033151742	-0.033523764	-0.019783974	0.046816897	0.026720861	-0.13863297	0.093601994	0.13243522
-0.09987385	-0.010029125	0.02218802	0.020824302	0.113049276	0.0012729685	0.04577222	0.085867554	-0.024575382	0.058642477	-0.07343704	0.13881443	-0.07588957	-0.054301195	0.13779552	0.09470765
0.03241919	0.11839004	0.024984315	0.055818323	0.083918534	0.03524654	-0.021097636	0.12100797	-0.024354018	-0.028524552	0.09681285	0.11586306	0.012159125	-0.13424748	0.0714115	0.047157343
-0.0001500344	0.030793102	0.045426767	-0.007315709	0.034010153	-0.04826333	0.06918618	0.043713823	-0.053844012	0.02278983	0.0091738375	0.04829402	0.0013987098	-0.11348935	0.061883915	0.043946553
0.0005344707	-0.035765324	-0.034169916	0.019641707	0.0037287723	-0.06214143	0.002649627	0.122271776	-0.061396543	-0.06725006	0.024273403	0.069808654	-0.0026850384	-0.10252746	0.072817974	0.014077635
0.04172513	-0.030581752	-0.0035322371	0.06743574	0.0063492917	0.021966448	0.010142258	0.028602978	0.0074557974	-0.050544277	0.029153742	0.053714126	-0.0059734425	-0.10138592	0.057370834	0.07238501
-0.048445836	-0.015136465	0.0311606	0.06071267	0.051791396	0.030625733	0.017415103	0.056504752	0.0692996	0.010582084	0.05108414	0.02965911	-0.029336806	-0.034297	0.0751899	0.05546221
